min_total_length_per_paired_flow_length_div_30, normalized_length_resid
3.495093791412857,-0.49670663959166483
3.023689270621825,0.6300213037285489
2.5522847498307937,-0.7783760457353008
7.276142374915397,0.16786672402082042
11.82842712474619,0.14176158716076576
11.82842712474619,0.22126663855700213
14.771236166328254,0.04413675389302576
17.990187582825715,0.10008661027851845
17.990187582825715,0.08321759702790174
17.990187582825715,0.06604634596323754
17.18544972870135,-0.09426770304279779
17.18544972870135,0.0764925388289798
15.575974020452618,-0.13804746980116747
17.990187582825715,-0.12344235784564817
46.28427124746193,0.1142715204668399
46.28427124746193,-0.1078472965993854
46.28427124746193,-0.10137915152845918
46.28427124746193,0.09486663328761571
46.28427124746193,0.0883092836878488
46.28427124746193,0.11051360015240091
46.28427124746193,-0.08444706888100256
46.28427124746193,-0.07781767136552943
46.28427124746193,0.07114222809636894
46.28427124746193,0.0644202576722499
46.28427124746193,0.05765127195779815
46.28427124746193,0.05083477596537293
46.28427124746193,0.043970267734406446
46.28427124746193,-0.03705723820818438
28.14213562373095,-0.08784725340202472
46.28427124746193,0.03009517110800592
46.28427124746193,0.06046081314189691
46.28427124746193,-0.020164590204090192
24.980375165651427,-0.08627906184963009
28.14213562373095,-0.08148385587994592
46.28427124746193,-0.008909470528447748
44.47953339333756,0.045713564149606555
24.508970644860394,-0.09810922858092405
44.47953339333756,-0.03430033301855559
44.47953339333756,0.016666483440190397
43.34146220587988,0.035185154873675066
37.82267914384515,0.04021585863900965
35.603727727347696,0.04266878208930878
33.85618083164127,-0.050318145588180034
17.18544972870135,0.09551845001450342
31.637229415143807,-0.047890258374997594
29.556349186104047,0.046730074843455024
27.337397769606586,-0.05042747536551147
25.92318420723349,-0.058139471984609815
23.232828269945,-0.06465436493684461
21.818614707571903,-0.03368483330730156
20.680543520114206,-0.07234503769244145
18.932996624407778,0.0787596429191605
17.18544972870135,0.08642244745766303
15.575974020452618,-0.08685171925393446
16.04737854124365,0.08440805761307425
17.18544972870135,-0.0425728910778108
14.771236166328254,-0.09984221749749876
14.771236166328254,-0.04935928829034491
14.771236166328254,-0.027654164671254318
12.299831645537221,0.15598484547145797
14.771236166328254,-0.005460572288117174
11.82842712474619,-0.11281638045777892
12.299831645537221,0.10872762797642549
12.299831645537221,-0.14238988489646257
9.552284749830793,0.04006385359615833
11.82842712474619,-0.0390748893468946
10.023689270621825,-0.13675536544508524
9.552284749830793,-0.020234595768692753
7.747546895706429,0.19423026801216337
9.552284749830793,0.11244295692921835
10.023689270621825,0.10743894531687728
11.82842712474619,-0.01160509519759148
7.747546895706429,0.19423026801216337
7.276142374915397,0.02648062721976944
7.276142374915397,0.007829296486751503
7.276142374915397,0.02648062721976944
7.747546895706429,-0.049167025130127585
9.276142374915397,-0.029332495283417803
6.804737854124365,0.06695668354863621
5.804737854124365,-0.10861175217858471
5.804737854124365,-0.05582159643895247
1.7475468957064284,-0.374311331449267
0.6666666666666666,-0.8954305003384132
1.60947570824873,0.08225812200074341
2.8856180831641267,0.19103690002900686
2.080880229039762,-0.1483098457122796
2.414213562373095,0.8948102882711261
4.0236892706218255,0.019900997575386412
4.495093791412857,0.17935105511725608
5.633164978870555,0.014255526725676516
2.8856180831641267,0.19103690002900686
2.414213562373095,-0.2241583665492095
4.0236892706218255,-0.22570424824358187
6.299831645537222,-0.2048649773452444
7.43790283299492,-0.08165145106911184
2.8856180831641267,-0.31548799427004176
5.82842712474619,-0.23819156242389125
10.185449728701348,0.08546038690825682
7.43790283299492,0.19158705629292413
4.0236892706218255,-0.19828017862322653
7.43790283299492,-0.16986563956659584
8.242640687119286,-0.20200427766668347
4.0236892706218255,0.37028414421780326
9.047378541243651,-0.21047887078541985
10.65685424949238,0.19222444966748323
11.932996624407776,0.19254979618658968
5.633164978870555,0.2532137865700875
11.932996624407776,0.24599898315554647
13.209138999323175,-0.18423725637040037
16.232828269945,0.15976607184566155
9.047378541243651,0.27896433116829183
5.633164978870555,0.3721886218523508
9.047378541243651,0.27896433116829183
17.980375165651427,0.15847993214880465
19.256517540566826,0.14875853399369496
20.865993248815553,-0.10403974969321896
10.185449728701348,0.21114111178178402
20.865993248815553,-0.14947599853203986
22.14213562373095,-0.15438000683611774
7.43790283299492,0.40161457192034133
22.14213562373095,-0.14683961605977985
23.613540144521984,-0.11353460881497425
25.084944665313014,-0.10723208382026513
8.242640687119286,-0.35844393410663594
23.613540144521984,-0.14840032448169074
23.613540144521984,0.16042084374018314
